NU_INSCRICAO;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;TP_LINGUA;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;NU_NOTA_MT;TP_DEPENDENCIA_ADM_ESC_1.0;TP_DEPENDENCIA_ADM_ESC_2.0;TP_DEPENDENCIA_ADM_ESC_3.0;TP_DEPENDENCIA_ADM_ESC_4.0
748be29c3e35cbddfeeea064f6fd770ff5d6cb75;394.0;514.4;518.9;1;120.0;120.0;100.0;80.0;40.0;460.0;471.3;0;1;0;0
e186c68463980065df645636e6f956e84432aeb7;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
8037af3448d58d913ace995ab1ddd4eb2bb9a765;553.2;503.5;513.4;1;160.0;160.0;120.0;140.0;120.0;700.0;547.0;0;1;0;0
41f910f81e9960679ba59d208a8ea29ab7ce2080;565.5;533.4;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;0;0
d0cf7258d7b7add6d3d49ea47dfa0ab85da6097c;577.0;625.5;576.7;1;140.0;140.0;140.0;120.0;120.0;660.0;589.8;0;0;0;1
e047ba25a7116b15714ea0b98a617d7a031ad035;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
0a2820de86f84af0dd238cd54707ea6bd50b31d1;505.8;560.7;567.0;1;120.0;80.0;80.0;80.0;40.0;400.0;494.2;0;0;0;0
46f6bb9eb9221257fa8ea43a0fb8e7b159aee131;562.1;576.5;582.4;0;120.0;120.0;100.0;120.0;60.0;520.0;643.8;0;0;0;0
978b1c4154d4a7e99e1760da7ac308dd88669ed9;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;0;0
ec5b8d71a287e4dc7f831f1269c0d228dce772ad;525.0;345.0;529.9;1;100.0;100.0;100.0;80.0;80.0;460.0;540.5;0;1;0;0
5fd108daff628d38871c2995b390255ec9a049c0;624.2;618.7;716.9;0;160.0;160.0;160.0;140.0;100.0;720.0;605.2;0;0;0;0
39f5cda737209e3c74cef6fe0750828ed9642f34;489.4;447.7;487.5;1;120.0;100.0;120.0;120.0;40.0;500.0;342.2;0;0;0;1
a3b24aa3ceb419ad1872face80d6e9486dc17455;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;0;0
a001200117a017074483ae179c55c3b2719c3545;472.5;482.0;560.4;0;140.0;80.0;80.0;80.0;60.0;440.0;397.9;0;0;0;0
fa785a44b360ecd722053abf6d10c7375aee83b1;465.2;436.1;516.1;0;120.0;80.0;80.0;120.0;40.0;440.0;427.7;0;1;0;0
bb4b5269dd05d97cd02443069a2d56cfc02a8711;593.8;575.2;565.7;0;120.0;120.0;120.0;120.0;80.0;560.0;541.9;0;0;0;0
cb4e507ba3f9fb561b4916a1277476eefd124920;526.0;552.0;533.1;1;160.0;140.0;140.0;160.0;120.0;720.0;396.6;0;0;0;0
708a70e679ba33319063ce555e7f487e4a7d9b94;446.0;471.5;454.2;0;120.0;40.0;60.0;100.0;40.0;360.0;381.1;0;0;0;0
8d72f50585502f3882a334700755258b332a9694;398.8;465.1;352.9;0;80.0;120.0;80.0;120.0;40.0;440.0;471.4;0;1;0;0
87a5bd74b01efa73a68114f1574ce632027b7d32;443.8;493.9;416.3;1;100.0;100.0;80.0;40.0;40.0;360.0;466.1;0;0;0;0
1611e5861840a45fe8fe7d45457ce4825e6d3eca;570.4;638.0;593.7;0;160.0;180.0;200.0;200.0;160.0;900.0;554.8;0;0;0;0
bfc81afacff3977e4ea3d1384f196123b01e8e80;377.7;612.2;599.4;0;120.0;120.0;120.0;120.0;120.0;600.0;566.8;0;0;0;0
f46aea099e52f3b19945237bf36945077386d07a;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
534d7d68ff266c382a8ed3b123bc9988c94c9976;585.1;557.7;579.7;0;120.0;120.0;120.0;120.0;40.0;520.0;739.0;0;0;0;0
7897a87d95b17d78dd6bc79d8782f1e25b6711fd;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
6cfd6df192ebfd65bcbb2979bcfce88e067612a1;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
9918e2406d4969b0d62ebed83417915cfc79ee45;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
093a563b331c937c6b505186406411e153d62c42;463.8;545.2;542.7;1;120.0;40.0;40.0;120.0;0.0;320.0;421.6;0;0;0;0
70f0e0523b9c9a068a1ebc7865eda190eb438a70;393.6;416.8;306.0;1;120.0;120.0;100.0;120.0;120.0;580.0;381.6;0;1;0;0
0b67f713005c40ddbd6d42737b44407971e4153f;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;0;0
e196500f0b986fd3db1ffb4d9e9e9ed472984846;423.2;534.7;483.0;1;120.0;120.0;120.0;100.0;40.0;500.0;472.7;0;0;0;0
512625c00d358d450ab6f11e1b8a9ff3eb57cf75;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
02fbba73f15328a96130a6d88f161df05d3dc497;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
9bc1f51d5afc59fe8e65ba4e55c0f4760ffd8105;511.2;531.1;509.1;0;120.0;120.0;80.0;100.0;60.0;480.0;372.5;0;1;0;0
adbf57ee1924e81e0b66eeff3609dfe1188de9e9;585.4;526.2;473.7;1;120.0;40.0;80.0;120.0;80.0;440.0;571.4;0;0;0;0
920f700294f9ff5985930d59496fa0701e47c306;466.4;581.0;526.8;1;120.0;120.0;120.0;120.0;40.0;520.0;337.8;0;0;0;0
0dda10035204c21db587e00bbe23d6e4ab03ce73;483.6;491.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
8a5f598b5319f270447b72dd31bd678bca762e3b;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
80a96299d20eb601c9d259d804fc99b9b832e7b5;454.2;542.3;505.6;1;120.0;80.0;80.0;120.0;80.0;480.0;393.7;0;0;0;1
3cbbb901b8393b1613893e9d7ef0793198ebbea6;573.4;580.7;500.9;1;160.0;180.0;160.0;180.0;120.0;800.0;555.4;0;1;0;0
71f5e33f4bc403370a3d4c4844bedad83775575f;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
ed18de73946d1bb31dd211f192f87444a5adf6ca;526.8;573.4;564.8;1;80.0;100.0;80.0;100.0;100.0;460.0;396.1;0;0;0;0
a22df86a5aede822f1c41ece306eb61e242e9a8f;472.6;552.3;543.5;1;120.0;120.0;120.0;120.0;100.0;580.0;476.9;0;0;0;0
71c3dea41e257ae520dd4d0fea859f0d751cb511;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
31f44d0062d0d0efcaf4e588ff85e68e8efba3bf;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;0;0
b33b0a6c9f1e798c6e5e7e3a0563d252e30be7ea;631.8;657.2;555.5;1;120.0;120.0;120.0;140.0;120.0;620.0;695.7;0;0;0;0
44439af462ab57125acce5bd0538805f414fcdcd;453.4;411.4;371.6;1;100.0;60.0;40.0;40.0;40.0;280.0;411.9;0;0;0;0
58e64124306dc3dc06a0f726844be25797bd33cb;471.9;439.7;362.3;1;80.0;100.0;100.0;120.0;40.0;440.0;380.6;0;1;0;0
326bd54c94065f7da8fa6e9976ce3c763a21256f;433.6;474.7;535.3;1;120.0;80.0;80.0;100.0;40.0;420.0;363.4;0;1;0;0
15ad7758ee3bc072f2da40087fa37918d52496a0;518.2;599.9;574.5;0;140.0;120.0;140.0;120.0;120.0;640.0;528.3;0;1;0;0
0f76f211cb37c30ac1348722360567d125ff1e33;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
1ca537b4ffbb87a4cbd77b0bb75e722af8870ae8;546.7;525.5;468.5;1;160.0;160.0;160.0;160.0;120.0;760.0;456.2;0;0;0;0
4544d6fa58090f41ff0e7d458e25e4504d04e1cf;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
f1ae4d95b834f9a4693a039a391137baf8999686;385.8;509.0;562.9;1;160.0;120.0;160.0;160.0;120.0;720.0;420.8;0;0;0;0
349e37e8a9c866ab7b17655b5686b1ce7abc5e5d;399.9;497.1;470.7;0;120.0;120.0;120.0;120.0;100.0;580.0;354.1;0;1;0;0
17687eed26367e383aefaa0bfba005d3296fa3dd;481.4;539.2;560.5;0;120.0;120.0;120.0;100.0;80.0;540.0;429.9;0;0;0;0
3a5a181d01d5c803d951f8e75ca9b5a429490f63;425.3;567.5;519.4;0;160.0;120.0;140.0;160.0;120.0;700.0;451.5;0;1;0;0
2421f364535a09d22cef64ea2bd96cc3cf1842a4;429.1;514.4;476.1;1;120.0;120.0;120.0;140.0;80.0;580.0;465.4;0;0;0;0
35239d16208c1d8f236bd10284e18dac6570471b;503.6;578.9;491.6;0;120.0;80.0;100.0;100.0;40.0;440.0;490.1;0;1;0;0
83843eeffeff0586c3945a58ef5c3630dcea1719;494.7;580.7;534.9;0;120.0;120.0;100.0;120.0;120.0;580.0;447.4;0;0;0;1
5d0d02d67739a3c6b238ff6c158422e1d6317731;366.8;527.8;536.4;0;120.0;120.0;120.0;120.0;40.0;520.0;463.8;0;0;0;0
715af6c625c8ea8241ba24cfd1bfed0b743442e0;572.1;621.8;667.6;0;140.0;120.0;140.0;120.0;80.0;600.0;420.9;0;0;0;0
38a77c1403d187b2622fb34c5b2ff6f9967568aa;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
98df0ea2118fbf84dc538dbe48a6e7cc3d098d40;406.4;454.3;456.1;1;120.0;140.0;120.0;120.0;100.0;600.0;398.1;0;1;0;0
f4018a02db10b2f1927337db6e0808cd8a0bdfae;395.8;399.8;448.3;1;80.0;120.0;100.0;80.0;40.0;420.0;385.2;0;1;0;0
b05151d3f88f4e43d050e736bf15e43ffee7a77c;430.2;461.7;417.5;1;80.0;120.0;120.0;120.0;40.0;480.0;388.8;0;0;0;0
ebc61af8c975c229f435d187dff3c59db88666df;506.2;443.5;442.9;1;80.0;60.0;40.0;60.0;0.0;240.0;410.8;0;1;0;0
7236c86c66005434c12f4b0c6d5e7c18cee821f8;509.8;427.7;450.9;0;140.0;120.0;120.0;120.0;100.0;600.0;440.4;0;0;0;0
b6e3e35827e0c05e5644e1b05b3609388209c057;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
bc0bcf6cdaddbf2e921a5448d72deb4fb925b4c6;577.2;623.9;640.0;0;120.0;120.0;120.0;120.0;80.0;560.0;651.0;0;0;0;0
cac56dace9ba163427cc0fe87242f7ffe47d07e6;517.4;594.1;564.9;1;80.0;80.0;80.0;80.0;40.0;360.0;590.1;0;0;0;0
1585ff3869e17906468c241c2f8938154e2dbe88;387.0;473.6;402.5;1;120.0;80.0;100.0;120.0;80.0;500.0;392.0;0;1;0;0
a228abd7012d862914016c463d815144210e856d;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
e6c073caa4e53af4f668d51a8189b07d56bb234c;446.4;513.5;496.6;1;120.0;120.0;120.0;120.0;120.0;600.0;555.7;0;1;0;0
21665df585446d23b2e4ef17cb704b10decba0e4;380.7;378.5;450.2;1;0.0;0.0;0.0;0.0;0.0;0.0;654.7;0;1;0;0
213f5101db99b61442a55797ee5cd3d59912320e;505.4;479.9;456.9;0;140.0;120.0;120.0;140.0;80.0;600.0;434.0;0;0;0;0
a86ac1fc7acd7884f9ccdb83a91e78a940dbde1e;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
684bd78cc379929d4b872127353cd085904d57c5;540.3;439.0;584.9;1;140.0;140.0;140.0;160.0;80.0;660.0;437.0;0;0;0;0
034056bee9f5883c66c3ba991456479393c811b9;581.7;599.5;454.9;0;120.0;120.0;120.0;120.0;120.0;600.0;469.7;0;0;0;0
45b7e956e771a21b7cf1921bb3c7726f303d6ddf;658.3;631.9;628.9;1;120.0;120.0;140.0;120.0;60.0;560.0;757.2;0;1;0;0
f800a3d26f6efec9a3842a9c832b5317fd3ef979;464.4;472.2;417.6;1;120.0;120.0;120.0;80.0;0.0;440.0;417.1;0;0;0;0
22a474e73ed22e44a70359258008ebf523d65f1e;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
e1c1607293ded9d7a6d8fba6287239aab67c3963;400.2;374.7;383.8;1;120.0;80.0;80.0;100.0;80.0;460.0;446.3;0;1;0;0
5ac6530bb6a3d0ebbb7df6d178f0e50fdfb1c2a2;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
fce19c1af03f03ac91e0a819b7f8967e6b1940db;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
7c0266995c12ab00629eeebeca0e80da89daf89d;436.4;485.0;491.5;0;80.0;80.0;80.0;80.0;80.0;400.0;397.9;0;0;0;0
0dba0c445132b274517210025957f9eb860cf6c5;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
133bcdd8c126feda2ba95b231c8df60a06052162;493.9;629.4;562.8;0;120.0;100.0;100.0;120.0;120.0;560.0;397.5;0;0;0;0
40aaef0581f76c1a05a1ae4661d9739a41769c36;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
65f40a2e2085bfbc58e1e7627c11ef1cc0d0dcad;423.0;561.0;607.3;0;140.0;140.0;140.0;180.0;120.0;720.0;630.4;0;0;0;0
83fc8ca30209ffc14d10dbb71f5d4b605d325659;398.2;551.9;568.6;0;120.0;120.0;120.0;140.0;140.0;640.0;512.7;0;0;0;0
57c59205225f745a049cbba43d7c2e967c0ffbde;499.2;483.5;433.0;0;100.0;100.0;80.0;120.0;80.0;480.0;403.2;0;0;0;0
dce52fd33d65726e0f0b044a2a9cbcd2c1fcb7f8;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
57809d6d9934c5f4d282740a8379889bcbe6e849;410.4;477.3;434.7;1;120.0;140.0;120.0;120.0;100.0;600.0;488.9;0;0;0;0
658068e8ce985ff109a71858c9fdb2d76cb1ee5b;456.1;566.8;532.4;0;120.0;140.0;140.0;120.0;120.0;640.0;477.7;0;0;0;0
57736a3de0b26e42e9721e1452829075f17ab398;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
6f21a248f4750c64b4b14c61abd70ec880eb33ca;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
42fb83c8990c84668dc6b52844f4cd7cff75715e;453.2;550.0;461.6;0;120.0;120.0;120.0;120.0;80.0;560.0;549.9;0;0;0;1
1052ae9193f2dc381ad2d1a3dd54e5a9add0f7a0;423.1;466.9;442.2;1;120.0;120.0;100.0;120.0;40.0;500.0;453.8;0;0;0;0
d7599281fc2748bd5b5b8606629510f9935c4270;474.7;454.8;504.4;0;120.0;80.0;80.0;120.0;80.0;480.0;347.2;0;1;0;0
a57e30d661447267f6349d492efd357d0e2d480a;448.5;479.2;462.0;1;160.0;120.0;160.0;160.0;120.0;720.0;474.5;0;1;0;0
b6c35f8b280f8d9101894778602aedc912995de6;565.7;633.5;603.6;0;160.0;160.0;160.0;200.0;160.0;840.0;574.0;0;1;0;0
45091c80a966611338cdd2e80c899fe130e8806e;486.8;585.9;561.5;1;120.0;120.0;120.0;120.0;40.0;520.0;399.0;0;0;0;0
c962b1f8882127d6377dcf77a6cac698a67bd79d;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
382c157d8715f9c37927687f3b567cfadb7c69fe;380.6;497.6;506.8;0;120.0;120.0;120.0;120.0;60.0;540.0;436.0;0;0;0;0
1247aaa98cdcc3b867e438f748f5195722bc6bd2;542.8;462.0;506.5;1;120.0;80.0;80.0;80.0;40.0;400.0;411.4;0;0;0;0
81874c5aa226a83531afc3f92f16af30d435d350;504.2;429.9;441.1;0;80.0;80.0;120.0;100.0;0.0;380.0;374.7;0;0;0;0
a7b1ea591b3a3003d6f9061349b4685cb4bd12a6;429.4;576.4;536.3;0;140.0;140.0;140.0;160.0;100.0;680.0;565.9;0;0;0;0
e40d9179cedeb37189b3b36bf0841ee945a83ab4;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;0;0
6c13e655d8b4b184fb530560ff49f67b37098152;390.7;451.5;427.9;1;120.0;80.0;100.0;80.0;60.0;440.0;382.0;0;0;0;0
8e4fda87f6eebb610a1914cc4973cd652752edca;539.9;566.2;561.2;1;120.0;80.0;80.0;120.0;120.0;520.0;487.3;0;1;0;0
1274d02a0b7aa18cb80a152ac9debf313b4b5f1d;573.3;588.3;597.0;0;120.0;120.0;120.0;120.0;40.0;520.0;445.8;0;0;0;1
68fdcd70903aecbf2fbb729cf335fa5a39159a1a;454.5;502.3;442.2;1;40.0;80.0;40.0;40.0;0.0;200.0;417.8;0;1;0;0
340135447739f73f0f7a12699b4c25f91504c7fa;454.5;439.7;381.5;1;120.0;120.0;100.0;120.0;40.0;500.0;357.7;0;0;0;0
710c159ec01af0e69238666e89a28bd00a0e6607;559.7;672.6;617.9;0;160.0;180.0;140.0;160.0;120.0;760.0;615.6;0;0;0;0
e860ecd2e1a81dd32b8823ce3ebfb9b43df24f53;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
e9c52d0aedb8f08c88e4ec178be48e328bd835b1;454.0;460.3;530.7;0;120.0;120.0;100.0;100.0;0.0;440.0;461.0;0;0;0;0
48e9a4e5fea8f2293dfb34123f4c88a222c521ba;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;0;0
82dd86d9e57ac3ec10ace2321d581bdd9eb89deb;583.1;624.8;530.0;1;160.0;160.0;160.0;160.0;160.0;800.0;413.6;0;0;0;0
7c6c6ddb42f03a16cc24fed9abd0b8f165e6e6c0;408.8;552.2;556.8;1;120.0;100.0;120.0;140.0;40.0;520.0;459.8;0;0;0;0
ac5bc2aff21ceeed85554b6556ebe37217927897;532.3;650.7;610.8;0;120.0;160.0;160.0;160.0;120.0;720.0;449.0;0;0;0;0
dbb0d17cc4b5129631c255f3b0de314a9027661f;506.7;530.1;491.8;0;120.0;120.0;80.0;100.0;40.0;460.0;510.7;0;1;0;0
c851110dc27c12daf8277aaa47bc6e0b4512dc27;448.7;555.1;364.6;1;120.0;100.0;80.0;100.0;40.0;440.0;492.8;0;1;0;0
093c3ef0a6781e5ce129904cf2bc9ce76d682ad4;474.5;448.4;551.3;1;120.0;120.0;120.0;120.0;40.0;520.0;524.6;0;1;0;0
0a6992e6333a20bff16f493ce868065b88157120;462.9;562.5;574.2;1;160.0;160.0;200.0;200.0;160.0;880.0;382.8;0;0;0;0
da6f80d9f246d9eb1659c5c60af84821b3115d57;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
90a901a19f6ddf718020bd3cb704908b69604ccb;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
829efd972b2b4f3f3a0dcae86ef779f47f2075d7;586.3;623.6;496.6;1;160.0;140.0;140.0;140.0;160.0;740.0;600.0;0;0;0;0
fc7185aaa7117eb63cf5c29301d91f8bfb653811;426.5;407.6;518.6;1;140.0;160.0;120.0;100.0;0.0;520.0;543.7;0;0;0;0
b51ed981e6e588bb6f1705220fa98d27d7ac6da1;430.1;417.5;463.2;1;0.0;0.0;0.0;0.0;0.0;0.0;422.1;0;0;0;0
2a7e2c4be144e52f7c273acedefb117886afa613;476.0;580.1;588.8;1;120.0;120.0;120.0;120.0;80.0;560.0;566.1;0;0;0;0
b6030a7a94bc294618fbc37e018dc3372ae7d678;389.5;508.2;410.6;1;100.0;120.0;100.0;100.0;80.0;500.0;380.8;0;0;0;0
f0d4059f6ab381fc17e855559b329969cb689f23;408.2;576.1;509.6;0;120.0;100.0;120.0;120.0;40.0;500.0;371.0;0;0;0;0
6d12f71dc0a600142f78f5272be5bceb46ce01dc;496.6;430.5;469.0;1;100.0;120.0;80.0;100.0;40.0;440.0;419.0;0;0;0;0
aa1963746dc30a7a62f544222842e633648d8e66;484.3;637.8;592.6;0;120.0;120.0;100.0;100.0;80.0;520.0;538.3;0;1;0;0
755af1273b4d18a89766bf103dfc49e7233b64d0;712.3;708.6;658.7;0;160.0;160.0;120.0;160.0;120.0;720.0;795.4;0;0;0;0
0fbf54067f3c54fe616b70a65b82fe484391f74d;731.2;730.9;589.8;0;160.0;160.0;160.0;160.0;160.0;800.0;762.3;0;0;0;0
6d96026b68626a2437059b21f1b43f71d3c2b445;469.2;459.2;400.1;1;40.0;60.0;20.0;20.0;0.0;140.0;368.9;0;0;0;0
f2fb95fcb2d9247b7a6df17173c81d8b8aecf2dc;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;0;0
7b1f96206add82037cae7e7e1c487aad040feadd;425.9;527.6;506.1;1;140.0;120.0;120.0;140.0;100.0;620.0;403.5;0;0;0;0
ef87f47d179536e542e2d6773d974844e50e2bb6;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;0;0
6c5200d513f3229003ec1cc220ed3ed98b89b663;469.3;512.1;517.2;0;80.0;120.0;100.0;80.0;60.0;440.0;555.0;0;1;0;0
d109269242cc60736f3093588f51531480e8d877;376.0;515.4;512.1;1;80.0;120.0;120.0;100.0;40.0;460.0;441.6;0;0;0;0
b8f2539187cf502ea798610678f7f5fb3d0b0313;643.6;712.9;658.5;0;160.0;180.0;180.0;200.0;120.0;840.0;738.0;0;0;0;1
c3703a010484c31d96e64fe2161f4206b5a68f89;501.6;467.3;469.3;1;160.0;120.0;120.0;160.0;40.0;600.0;412.4;0;1;0;0
b77b2f6645256cbd15128601c229fb19502aee2b;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
0c39a91ce81fb22aa124457cbc864360a993a0a5;409.4;548.5;447.9;1;100.0;80.0;80.0;120.0;40.0;420.0;410.6;0;0;0;0
4cceab91ba8bfef0240bb1633a307208d0337c57;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
2f7f5e735d285927b0a3267dfce4fa5c8d784501;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
6ee8f19de6f15bf2109e400f4d4f514750a3f997;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
08bc38b304b8d5515497e23a3d1effcaaaab9631;604.9;604.1;596.9;0;120.0;80.0;80.0;120.0;120.0;520.0;746.8;0;0;0;0
d1b5fa6c645d06eabda04a63139cc32c2db6fcd8;443.9;393.7;555.3;0;120.0;120.0;120.0;100.0;60.0;520.0;427.3;0;0;0;0
a0b9159ff7d487242e870926057147adf37778a0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
5b0be7ab6cec2097e58a589d4f2b8cb917a04f48;440.7;533.3;492.8;1;80.0;40.0;0.0;40.0;0.0;160.0;441.5;0;0;0;0
c58c313806e4e4edb0bd44d1474f3a5d401d80b3;542.9;588.5;539.1;0;140.0;120.0;120.0;120.0;80.0;580.0;611.4;0;1;0;0
8aaa8e07f4cf39d6966c873b5fb59a9c54b7770c;535.7;508.0;439.6;0;160.0;140.0;120.0;120.0;60.0;600.0;422.2;0;0;0;0
efba1007c92b94140db04770c984ea707a3265bf;498.2;627.5;593.0;1;120.0;120.0;120.0;120.0;60.0;540.0;381.9;0;0;0;0
2a801e4e2f4717c700c3a1b41621a53a8f5e9358;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
9357ffa5dc1beca36ca0e8c613383a21eca3e4e7;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
9fa616609d784a213817598e4733b9ee3f966cf3;405.0;535.1;481.7;1;120.0;100.0;100.0;120.0;40.0;480.0;493.7;0;0;0;0
0e3efb5b97dadbc9f02438ad6fd34fe3da470325;393.6;425.4;537.5;0;120.0;80.0;100.0;100.0;0.0;400.0;469.4;0;1;0;0
89088406d07b20225a11b4a87eabc433c9270bb5;447.1;470.6;504.8;0;120.0;40.0;80.0;120.0;40.0;400.0;349.1;0;1;0;0
98de7758f8e34927f9cefe4431dad0418206be5b;447.3;548.4;467.5;0;120.0;120.0;120.0;120.0;120.0;600.0;385.2;0;1;0;0
577ccfde170d0b4fd4345b4ff3c18826d2da4be0;384.7;483.7;539.4;0;120.0;80.0;100.0;120.0;60.0;480.0;491.3;0;1;0;0
f679de2bd68301e63878dddf341c7fb799d022dd;379.0;484.0;469.1;1;100.0;120.0;80.0;100.0;40.0;440.0;382.1;0;0;0;0
df50810e07d62167944383de691a46f1e4c9681d;408.5;641.3;682.9;1;140.0;120.0;120.0;120.0;120.0;620.0;485.0;0;0;0;0
101a289d0d660cace3420b7e53e1d6d775873739;464.1;475.0;542.5;1;120.0;120.0;80.0;80.0;120.0;520.0;388.4;0;0;0;0
ae2aa9340bb5f58d69ab68adb0af5843a53b5081;548.1;586.6;535.8;1;140.0;140.0;140.0;160.0;160.0;740.0;661.8;0;1;0;0
7e2ce9b63a987cb5802b1f1c664a971404176a9e;396.6;475.2;406.5;1;0.0;0.0;0.0;0.0;0.0;0.0;399.6;0;0;0;0
2f22add0d8ae209569a90ca89441394ae408b9e5;404.2;566.0;555.0;1;140.0;160.0;140.0;160.0;160.0;760.0;397.9;0;0;0;0
e11d2f23a6458ba5d4d62419a308d1e6c828633b;448.7;516.5;538.6;1;80.0;80.0;80.0;80.0;80.0;400.0;391.6;0;0;0;0
08827cf83a6678d049f69f2e59e562204cae7f70;691.4;680.4;682.1;0;120.0;160.0;160.0;180.0;180.0;800.0;760.5;0;0;0;0
70d10f7ab70e6d92a6f213190ee8a7d804673853;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
7c483c392c2e347dbde16e521d02e6e638854bd9;531.9;533.5;545.4;0;120.0;80.0;80.0;100.0;60.0;440.0;517.2;0;1;0;0
2b01ccd0d7167bf412309a067bf67b4a383120fb;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0
e6ae6deb35ed315b6269a9426e0449b3a3f0d01c;411.4;570.7;497.1;1;80.0;120.0;80.0;80.0;80.0;440.0;540.9;0;1;0;0
79205fb2cac75231d7055bd345735f8b191331c6;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;0;0
1f9ee113b07acec28a2bae764d3480f8a047df4c;409.2;445.5;443.1;1;160.0;120.0;120.0;140.0;100.0;640.0;573.1;0;1;0;0
